,gender,customer type,age,type of travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,satisfaction
6978,Female,Loyal customer,31,Personal Travel,Eco,89,5,2,0,3,3,0,3,3,3,4,3,2,3,3,1,0,Satisfied
6979,Male,Loyal customer,44,Personal Travel,Eco,459,5,5,5,4,2,5,3,2,3,4,4,4,4,2,0,0,Satisfied
6980,Female,Disloyal customer,24,Business travel,Business,1476,4,3,4,2,3,4,3,3,3,4,5,3,4,3,13,16,Satisfied
6981,Female,Loyal customer,58,Business travel,Business,2243,3,1,2,1,4,2,3,2,2,2,3,4,2,4,0,0,Neutral or dissatisfied
6982,Female,Loyal customer,38,Business travel,Business,3758,3,2,3,3,5,4,5,5,5,5,5,3,5,5,29,34,Satisfied
6983,Female,Loyal customer,67,Personal Travel,Eco,1020,3,4,3,4,4,5,4,3,3,3,3,3,3,1,0,0,Neutral or dissatisfied
6984,Male,Loyal customer,69,Personal Travel,Eco,2704,1,4,1,2,1,2,2,3,3,3,5,2,3,2,167,133,Neutral or dissatisfied
6985,Female,Loyal customer,50,Personal Travel,Eco,925,3,5,3,1,3,5,5,5,5,3,3,5,5,3,0,19,Neutral or dissatisfied
6986,Male,Disloyal customer,30,Business travel,Eco,936,1,1,1,2,4,1,4,4,1,4,3,2,2,4,0,0,Neutral or dissatisfied
6987,Male,Loyal customer,28,Business travel,Business,1941,2,1,1,1,2,1,2,2,4,4,4,4,4,2,9,12,Neutral or dissatisfied
6988,Female,Loyal customer,65,Personal Travel,Eco,315,3,4,2,3,2,4,3,5,5,2,5,4,5,1,5,6,Neutral or dissatisfied
6989,Female,Loyal customer,31,Business travel,Business,2240,1,1,1,1,5,5,5,5,5,3,4,4,4,5,0,0,Satisfied
6990,Male,Loyal customer,42,Personal Travel,Eco,621,2,4,2,3,4,2,4,4,3,5,3,1,3,4,9,0,Neutral or dissatisfied
6991,Male,Loyal customer,15,Personal Travel,Eco,216,1,5,0,3,5,0,5,5,4,3,5,2,1,5,79,82,Neutral or dissatisfied
6992,Female,Disloyal customer,31,Business travel,Business,1846,3,3,3,4,5,3,1,5,4,4,3,3,5,5,0,0,Neutral or dissatisfied
6993,Female,Loyal customer,46,Business travel,Business,2070,2,2,4,2,5,5,5,4,4,4,4,4,4,5,0,3,Satisfied
6994,Female,Loyal customer,35,Personal Travel,Eco,602,3,1,3,3,5,3,5,5,3,3,3,4,4,5,0,0,Neutral or dissatisfied
6995,Female,Loyal customer,41,Business travel,Eco Plus,866,3,2,2,2,3,4,4,3,3,3,3,5,3,4,0,0,Satisfied
6996,Female,Loyal customer,27,Personal Travel,Eco,101,4,5,4,1,3,4,3,3,5,2,4,5,4,3,0,0,Neutral or dissatisfied
6997,Female,Disloyal customer,45,Business travel,Business,331,2,2,2,2,4,2,4,4,5,5,5,4,4,4,0,0,Neutral or dissatisfied
6998,Male,Loyal customer,34,Business travel,Business,3768,3,2,2,2,3,3,2,3,3,2,3,1,3,4,0,2,Neutral or dissatisfied
6999,Female,Disloyal customer,24,Business travel,Business,590,4,1,4,4,3,4,3,3,3,2,4,4,5,3,0,0,Satisfied
7000,Female,Disloyal customer,33,Business travel,Business,181,2,2,2,4,1,2,1,1,3,3,5,3,4,1,7,5,Neutral or dissatisfied
7001,Male,Loyal customer,54,Business travel,Eco,290,5,4,4,4,5,5,5,5,1,3,2,3,3,5,4,0,Satisfied
7002,Male,Loyal customer,44,Business travel,Business,373,2,4,4,4,3,4,4,2,2,2,2,4,2,1,33,29,Neutral or dissatisfied
7003,Female,Loyal customer,53,Business travel,Business,786,3,3,3,3,4,5,4,4,4,4,4,3,4,3,0,0,Satisfied
7004,Female,Loyal customer,66,Personal Travel,Eco,1368,4,5,4,2,2,4,4,3,3,4,3,4,3,3,3,0,Neutral or dissatisfied
7005,Female,Loyal customer,45,Business travel,Business,2976,4,4,4,4,4,2,1,3,3,3,3,5,3,5,0,0,Satisfied
7006,Female,Loyal customer,18,Personal Travel,Eco,255,3,3,3,4,2,3,2,2,1,5,3,1,4,2,0,0,Neutral or dissatisfied
7007,Female,Disloyal customer,43,Business travel,Eco,1061,2,2,2,4,4,2,4,4,1,4,3,1,3,4,0,0,Neutral or dissatisfied
7008,Female,Loyal customer,40,Business travel,Business,1514,1,1,1,1,4,4,4,3,3,4,3,4,3,5,0,0,Satisfied
7009,Male,Loyal customer,15,Business travel,Business,3077,3,4,4,4,3,3,3,3,3,2,3,4,3,3,0,0,Neutral or dissatisfied
7010,Female,Loyal customer,7,Personal Travel,Eco Plus,868,3,1,3,1,3,3,2,3,1,3,1,3,1,3,2,0,Neutral or dissatisfied
7011,Male,Loyal customer,48,Business travel,Business,3818,3,1,1,1,3,4,3,3,3,2,3,4,3,3,0,15,Neutral or dissatisfied
7012,Female,Loyal customer,43,Business travel,Eco,109,3,2,4,4,5,4,3,3,3,3,3,1,3,4,0,0,Neutral or dissatisfied
7013,Female,Disloyal customer,26,Business travel,Business,896,0,0,0,3,1,0,1,1,5,3,5,5,4,1,0,0,Satisfied
7014,Female,Loyal customer,36,Business travel,Eco,607,4,4,4,4,4,3,4,4,5,2,2,1,4,4,0,0,Satisfied
7015,Female,Loyal customer,55,Business travel,Business,1558,5,5,5,5,3,4,4,5,5,5,5,4,5,4,30,5,Satisfied
7016,Male,Disloyal customer,39,Business travel,Eco,297,3,0,4,3,4,4,4,4,2,1,4,4,4,4,0,0,Neutral or dissatisfied
7017,Male,Loyal customer,64,Personal Travel,Eco,373,1,4,1,1,2,1,2,2,4,4,5,3,5,2,0,0,Neutral or dissatisfied
7018,Female,Loyal customer,41,Personal Travel,Eco,129,3,4,3,3,2,3,2,2,2,5,4,2,4,2,0,2,Neutral or dissatisfied
7019,Male,Loyal customer,10,Personal Travel,Eco,314,1,4,1,4,2,1,2,2,2,1,3,1,4,2,43,33,Neutral or dissatisfied
7020,Male,Disloyal customer,23,Business travel,Eco,624,2,5,2,5,5,2,3,5,5,2,4,4,4,5,0,0,Neutral or dissatisfied
7021,Female,Loyal customer,41,Personal Travel,Eco Plus,1065,4,5,4,2,3,4,5,5,5,4,5,5,5,3,2,42,Neutral or dissatisfied
7022,Male,Loyal customer,32,Personal Travel,Eco,1438,3,4,3,1,2,3,2,2,4,4,3,3,5,2,0,0,Neutral or dissatisfied
7023,Male,Loyal customer,60,Business travel,Business,3786,1,1,1,1,4,5,4,4,4,4,4,5,4,3,0,0,Satisfied
7024,Female,Loyal customer,43,Business travel,Business,1437,2,2,2,2,4,5,4,5,5,5,5,5,5,4,0,0,Satisfied
7025,Female,Loyal customer,39,Personal Travel,Eco Plus,308,3,4,3,4,5,3,5,5,1,5,4,5,5,5,10,8,Neutral or dissatisfied
7026,Female,Loyal customer,45,Business travel,Business,2793,3,3,3,3,3,5,5,4,4,4,4,4,4,4,38,33,Satisfied
7027,Male,Loyal customer,22,Personal Travel,Eco,1721,4,5,4,2,2,4,2,2,5,2,5,3,4,2,8,1,Satisfied
7028,Male,Loyal customer,26,Personal Travel,Eco,2454,3,2,3,1,3,5,5,1,4,1,1,5,2,5,0,0,Neutral or dissatisfied
7029,Female,Loyal customer,56,Business travel,Business,2607,2,2,2,2,4,4,4,5,5,5,5,4,5,3,0,0,Satisfied
7030,Male,Loyal customer,45,Business travel,Business,1532,3,3,2,3,3,4,4,5,5,5,5,3,5,3,0,0,Satisfied
7032,Female,Disloyal customer,26,Business travel,Eco,109,2,1,2,3,5,2,4,5,2,5,3,4,3,5,0,0,Neutral or dissatisfied
7033,Female,Loyal customer,24,Personal Travel,Eco,1721,3,4,3,2,4,3,4,4,4,3,4,3,5,4,0,0,Neutral or dissatisfied
7034,Female,Loyal customer,34,Business travel,Business,1390,5,5,5,5,5,5,5,5,5,5,5,3,5,4,0,0,Satisfied
7035,Female,Loyal customer,51,Business travel,Business,1979,1,1,1,1,5,4,5,4,4,4,4,5,4,4,8,9,Satisfied
7036,Male,Loyal customer,51,Personal Travel,Eco,220,2,5,2,3,4,2,4,4,3,5,5,4,5,4,31,30,Neutral or dissatisfied
7037,Female,Loyal customer,22,Personal Travel,Eco Plus,646,3,1,3,3,5,3,5,5,4,2,4,2,4,5,11,12,Neutral or dissatisfied
7038,Male,Loyal customer,48,Business travel,Business,2605,0,0,0,5,2,5,5,2,2,3,3,5,2,5,0,0,Satisfied
7039,Female,Loyal customer,46,Business travel,Business,255,0,0,0,3,4,5,4,2,2,1,1,5,2,5,0,4,Satisfied
7040,Male,Loyal customer,56,Business travel,Business,177,5,5,5,5,5,4,5,4,4,4,5,3,4,5,1,3,Satisfied
7041,Male,Loyal customer,29,Personal Travel,Eco,997,1,2,1,3,2,1,2,2,3,2,4,4,4,2,0,0,Neutral or dissatisfied
7042,Female,Loyal customer,64,Business travel,Eco Plus,304,4,2,2,2,5,1,2,4,4,4,4,4,4,2,0,0,Satisfied
7043,Male,Loyal customer,31,Business travel,Business,266,0,0,0,2,4,4,3,4,4,2,2,2,5,4,0,0,Satisfied
7044,Female,Loyal customer,48,Personal Travel,Eco Plus,813,2,4,2,4,1,3,4,3,3,2,3,4,3,4,9,9,Neutral or dissatisfied
7045,Male,Disloyal customer,28,Business travel,Eco,817,3,3,3,4,5,3,5,5,3,2,2,2,5,5,0,6,Neutral or dissatisfied
7046,Male,Loyal customer,46,Business travel,Business,2640,1,1,1,1,4,5,4,2,2,2,2,3,2,3,0,0,Satisfied
7047,Male,Loyal customer,56,Business travel,Business,3550,5,5,4,5,3,4,5,4,4,4,4,3,4,4,0,0,Satisfied
7048,Male,Loyal customer,35,Personal Travel,Eco,143,3,3,3,2,3,3,3,3,4,5,5,4,5,3,0,0,Neutral or dissatisfied
7049,Male,Loyal customer,45,Personal Travel,Business,1216,0,2,0,3,4,3,3,1,1,0,1,4,1,1,20,15,Satisfied
7050,Male,Loyal customer,48,Business travel,Eco Plus,164,4,1,1,1,4,4,4,4,4,4,5,3,2,4,0,0,Satisfied
7051,Male,Loyal customer,34,Business travel,Business,3849,1,2,5,2,1,4,3,1,1,1,1,3,1,2,2,0,Neutral or dissatisfied
7052,Male,Loyal customer,38,Personal Travel,Eco Plus,368,2,3,3,3,2,3,4,2,3,4,4,4,4,2,66,54,Neutral or dissatisfied
7053,Female,Loyal customer,37,Personal Travel,Eco,666,4,1,4,2,5,4,5,5,4,1,2,1,2,5,0,0,Neutral or dissatisfied
7054,Female,Loyal customer,39,Business travel,Business,2457,2,3,3,3,4,3,3,2,2,2,2,4,2,1,8,0,Neutral or dissatisfied
7055,Male,Loyal customer,50,Business travel,Eco,650,2,4,5,5,2,2,2,2,2,2,3,4,3,2,11,13,Neutral or dissatisfied
7056,Female,Disloyal customer,30,Business travel,Eco,661,4,1,4,3,5,4,1,5,4,1,3,1,4,5,0,7,Neutral or dissatisfied
7057,Female,Loyal customer,25,Business travel,Business,581,1,5,5,5,1,2,1,1,3,4,4,2,4,1,1,0,Neutral or dissatisfied
7058,Female,Loyal customer,34,Personal Travel,Eco,550,4,0,4,1,3,4,3,3,3,5,4,3,4,3,0,0,Neutral or dissatisfied
7059,Male,Disloyal customer,43,Business travel,Business,358,2,2,2,3,5,2,5,5,1,5,4,3,3,5,0,0,Neutral or dissatisfied
7060,Male,Loyal customer,44,Business travel,Business,1325,5,5,5,5,3,1,2,1,1,2,1,3,1,2,0,0,Satisfied
7061,Female,Disloyal customer,23,Business travel,Business,414,0,0,0,5,4,0,4,4,5,4,5,5,4,4,27,25,Satisfied
7062,Female,Loyal customer,67,Personal Travel,Eco,209,1,3,1,4,3,1,4,1,1,1,1,2,1,5,0,0,Neutral or dissatisfied
7063,Male,Loyal customer,39,Business travel,Business,270,0,0,0,4,3,4,5,5,5,5,5,3,5,3,1,12,Satisfied
7064,Male,Loyal customer,35,Personal Travel,Eco,507,1,4,1,3,5,1,5,5,4,2,4,4,5,5,0,0,Neutral or dissatisfied
7065,Male,Disloyal customer,29,Business travel,Eco,1400,4,4,4,3,2,4,2,2,4,1,4,1,4,2,0,0,Neutral or dissatisfied
7066,Male,Loyal customer,42,Business travel,Eco,1069,2,2,2,2,2,2,2,2,4,3,2,2,2,2,0,0,Neutral or dissatisfied
7067,Female,Loyal customer,23,Business travel,Business,3795,3,5,5,5,3,3,3,3,3,5,2,3,2,3,0,2,Neutral or dissatisfied
7068,Male,Disloyal customer,30,Business travel,Business,925,0,0,0,3,4,0,4,4,4,2,5,4,5,4,25,7,Satisfied
7069,Female,Loyal customer,39,Business travel,Business,2661,4,3,3,3,1,3,3,4,4,4,4,4,4,4,0,0,Neutral or dissatisfied
7070,Female,Loyal customer,42,Business travel,Business,833,1,1,1,1,3,4,5,4,4,4,4,3,4,3,1,0,Satisfied
7071,Male,Disloyal customer,20,Business travel,Business,589,0,4,0,4,4,0,4,4,4,3,4,4,4,4,0,0,Satisfied
7072,Female,Disloyal customer,24,Business travel,Eco,433,5,0,5,1,5,5,2,5,1,5,3,5,4,5,81,71,Satisfied
7073,Male,Loyal customer,66,Business travel,Eco,364,2,5,5,5,2,2,2,2,3,1,4,4,3,2,0,0,Neutral or dissatisfied
7074,Female,Disloyal customer,20,Business travel,Eco,101,2,0,2,5,2,2,2,2,5,4,3,3,5,2,0,0,Neutral or dissatisfied
7075,Female,Loyal customer,57,Business travel,Eco,522,4,3,3,3,5,3,2,4,4,4,4,5,4,3,0,0,Satisfied
7076,Female,Loyal customer,45,Business travel,Business,2656,1,1,2,1,1,3,2,5,5,5,5,5,5,5,2,0,Satisfied
7077,Male,Loyal customer,26,Business travel,Eco Plus,247,1,5,5,5,1,1,2,1,2,1,4,4,4,1,0,8,Neutral or dissatisfied
7078,Female,Loyal customer,34,Business travel,Business,3937,3,3,3,3,1,4,1,5,5,5,5,2,5,2,0,0,Satisfied
7079,Male,Loyal customer,38,Business travel,Eco,216,3,2,2,2,3,3,3,3,4,2,3,3,4,3,0,0,Neutral or dissatisfied
7080,Male,Loyal customer,28,Personal Travel,Eco,255,4,5,0,4,5,0,5,5,1,3,3,5,5,5,29,42,Neutral or dissatisfied
7081,Female,Loyal customer,8,Personal Travel,Eco Plus,1020,1,0,0,2,4,0,1,4,3,5,5,3,5,4,0,0,Neutral or dissatisfied
7082,Male,Loyal customer,52,Business travel,Business,502,1,1,1,1,3,4,5,4,4,4,4,5,4,5,0,0,Satisfied
7083,Male,Loyal customer,19,Personal Travel,Eco,157,2,5,2,1,1,2,1,1,3,3,4,5,5,1,0,0,Neutral or dissatisfied
7084,Male,Loyal customer,7,Personal Travel,Eco,425,3,2,3,4,1,3,1,1,3,3,2,3,3,1,5,51,Neutral or dissatisfied
7085,Female,Loyal customer,53,Personal Travel,Eco Plus,563,4,1,4,3,1,4,4,4,4,4,4,2,4,3,0,0,Satisfied
7086,Male,Loyal customer,53,Business travel,Business,964,5,5,5,5,2,4,5,4,4,4,4,5,4,3,0,0,Satisfied
7088,Female,Loyal customer,30,Business travel,Eco,646,3,2,2,2,3,3,3,3,4,4,3,1,2,3,0,0,Neutral or dissatisfied
7089,Male,Loyal customer,35,Business travel,Business,3483,3,3,3,3,4,2,2,4,4,4,4,5,4,4,0,5,Satisfied
7090,Female,Loyal customer,20,Personal Travel,Eco,931,3,4,3,1,5,3,4,5,3,2,5,3,4,5,0,0,Neutral or dissatisfied
7091,Female,Loyal customer,29,Business travel,Eco Plus,834,2,2,2,2,2,2,2,2,3,5,4,4,4,2,23,28,Neutral or dissatisfied
7092,Female,Loyal customer,31,Personal Travel,Eco,1558,1,5,1,4,3,1,3,3,4,4,4,4,5,3,25,43,Neutral or dissatisfied
7093,Female,Loyal customer,45,Business travel,Business,502,4,4,4,4,5,4,5,5,5,4,5,3,5,3,0,0,Satisfied
7094,Female,Loyal customer,39,Business travel,Business,1554,3,5,5,5,5,2,1,3,3,2,3,2,3,4,0,15,Neutral or dissatisfied
7095,Female,Loyal customer,19,Personal Travel,Eco,668,3,5,3,4,2,3,2,2,3,3,4,4,4,2,0,0,Neutral or dissatisfied
7096,Female,Loyal customer,47,Business travel,Business,973,1,1,1,1,4,4,4,2,2,3,2,3,2,4,0,8,Satisfied
7097,Female,Loyal customer,65,Personal Travel,Eco,594,2,5,2,3,1,2,2,1,1,2,1,4,1,4,0,0,Neutral or dissatisfied
7098,Male,Disloyal customer,24,Business travel,Eco,1055,2,2,2,3,2,2,2,2,3,5,4,1,4,2,64,63,Neutral or dissatisfied
7099,Female,Loyal customer,70,Personal Travel,Eco,528,2,4,2,2,2,5,4,1,1,2,1,4,1,5,0,0,Neutral or dissatisfied
7100,Male,Loyal customer,58,Business travel,Business,2059,2,2,2,2,3,4,5,5,5,5,5,3,5,5,0,0,Satisfied
7101,Female,Loyal customer,59,Personal Travel,Eco,236,3,5,3,1,4,4,3,3,3,3,5,4,3,2,0,0,Neutral or dissatisfied
7102,Male,Disloyal customer,37,Business travel,Business,228,5,5,5,2,4,5,4,4,2,2,5,1,4,4,0,0,Satisfied
7103,Female,Loyal customer,34,Business travel,Eco Plus,110,5,4,1,4,5,5,5,5,2,1,5,3,5,5,28,19,Satisfied
7104,Female,Loyal customer,58,Business travel,Business,3028,4,4,4,4,4,5,5,4,4,4,4,4,4,3,14,0,Satisfied
7105,Female,Loyal customer,43,Business travel,Business,1197,2,2,2,2,4,5,4,4,4,4,4,4,4,5,0,0,Satisfied
7106,Female,Loyal customer,70,Personal Travel,Eco,691,4,2,4,3,3,3,3,4,4,4,4,3,4,1,16,13,Neutral or dissatisfied
7107,Male,Loyal customer,21,Personal Travel,Eco Plus,1482,4,5,3,3,1,3,1,1,4,3,5,3,4,1,0,0,Neutral or dissatisfied
7108,Female,Disloyal customer,24,Business travel,Eco,599,3,0,3,3,1,3,1,1,5,4,5,5,4,1,0,0,Neutral or dissatisfied
7109,Female,Loyal customer,41,Business travel,Business,446,5,5,5,5,5,4,5,4,4,4,4,4,4,3,4,0,Satisfied
7110,Female,Loyal customer,60,Personal Travel,Eco,425,2,0,2,5,2,4,5,4,4,2,5,3,4,4,0,0,Neutral or dissatisfied
7111,Female,Loyal customer,19,Personal Travel,Eco,240,3,5,3,1,2,3,2,2,4,3,5,4,5,2,0,0,Neutral or dissatisfied
7112,Female,Loyal customer,44,Business travel,Business,1522,2,2,2,2,5,4,4,4,4,4,4,4,4,5,0,0,Satisfied
7113,Female,Loyal customer,37,Business travel,Eco Plus,250,5,4,4,4,5,5,5,5,1,3,4,4,2,5,0,0,Satisfied
7114,Male,Disloyal customer,24,Business travel,Eco,738,3,3,3,3,3,3,3,3,1,1,2,3,3,3,0,0,Neutral or dissatisfied
7115,Male,Disloyal customer,28,Business travel,Eco,740,4,4,4,4,1,4,1,1,2,1,5,4,4,1,10,54,Satisfied
7116,Female,Disloyal customer,43,Business travel,Eco,1023,2,2,2,4,2,2,2,2,2,2,4,4,4,2,63,106,Neutral or dissatisfied
7117,Male,Disloyal customer,48,Business travel,Business,956,3,3,3,3,5,3,5,5,2,4,3,2,4,5,89,102,Neutral or dissatisfied
7118,Male,Loyal customer,48,Business travel,Eco,301,3,1,3,3,3,3,3,3,2,1,4,3,4,3,0,0,Neutral or dissatisfied
7119,Male,Loyal customer,37,Business travel,Business,3385,3,3,3,3,4,5,4,5,5,5,5,5,5,5,0,0,Satisfied
7120,Male,Loyal customer,44,Business travel,Business,2880,3,3,3,3,2,4,5,5,5,5,5,4,5,5,0,0,Satisfied
7121,Male,Disloyal customer,18,Business travel,Eco,956,2,2,2,4,5,2,5,5,3,1,4,3,4,5,1,0,Neutral or dissatisfied
7122,Male,Loyal customer,37,Business travel,Business,1577,2,2,2,2,2,1,5,4,4,4,4,3,4,2,0,0,Satisfied
7123,Female,Loyal customer,25,Business travel,Business,3425,3,4,4,4,3,3,3,3,4,2,4,3,4,3,66,76,Neutral or dissatisfied
7124,Male,Loyal customer,17,Personal Travel,Eco,717,3,5,3,1,3,3,3,4,3,5,4,3,5,3,131,122,Neutral or dissatisfied
7125,Female,Loyal customer,41,Personal Travel,Eco Plus,226,2,5,2,2,5,5,4,2,2,2,2,4,2,5,52,42,Neutral or dissatisfied
7126,Male,Loyal customer,34,Business travel,Business,3871,5,5,5,5,2,5,3,5,5,5,5,4,5,1,0,0,Satisfied
7127,Male,Loyal customer,59,Personal Travel,Eco,2611,2,1,2,1,2,1,1,3,1,1,1,1,3,1,0,0,Neutral or dissatisfied
7128,Female,Loyal customer,34,Business travel,Business,2852,5,5,5,5,5,2,1,5,5,5,5,3,5,2,0,0,Satisfied
7129,Male,Loyal customer,36,Business travel,Eco,1050,1,3,3,3,1,1,1,1,4,4,2,2,2,1,0,0,Neutral or dissatisfied
7130,Female,Loyal customer,68,Personal Travel,Eco,515,3,5,3,1,2,4,5,5,5,3,5,4,5,4,0,0,Neutral or dissatisfied
7131,Female,Loyal customer,30,Business travel,Business,1604,3,3,3,3,4,4,4,4,1,1,2,4,5,4,0,0,Satisfied
7132,Male,Disloyal customer,27,Business travel,Eco,550,3,3,3,3,2,3,2,2,4,2,1,2,5,2,0,0,Neutral or dissatisfied
7133,Male,Disloyal customer,20,Business travel,Business,639,0,0,0,3,5,0,2,5,4,4,5,5,4,5,25,31,Satisfied
7134,Female,Loyal customer,16,Personal Travel,Eco,964,3,4,3,3,1,3,1,1,4,4,4,3,5,1,0,6,Neutral or dissatisfied
7135,Female,Loyal customer,34,Business travel,Business,2200,2,2,2,2,1,4,3,4,4,4,4,2,4,5,0,0,Satisfied
7136,Female,Disloyal customer,26,Business travel,Eco,120,4,4,4,4,3,4,3,3,2,2,1,2,2,3,0,0,Neutral or dissatisfied
7137,Female,Loyal customer,41,Business travel,Business,523,3,3,3,3,3,4,5,4,4,4,4,3,4,3,0,0,Satisfied
7138,Female,Loyal customer,32,Business travel,Business,3267,2,2,2,2,5,5,5,5,4,4,1,2,1,5,0,0,Satisfied
7139,Female,Loyal customer,31,Business travel,Business,1448,3,5,5,5,3,3,3,3,4,2,2,4,2,3,32,30,Neutral or dissatisfied
7140,Female,Loyal customer,56,Personal Travel,Eco,1092,1,4,1,4,3,4,3,4,4,1,4,5,4,4,43,58,Neutral or dissatisfied
7141,Female,Loyal customer,39,Business travel,Eco,187,5,1,1,1,5,5,5,5,3,4,5,1,5,5,0,0,Satisfied
7142,Female,Loyal customer,14,Personal Travel,Eco,67,5,5,5,4,4,5,4,4,1,3,2,5,2,4,0,0,Satisfied
7143,Female,Loyal customer,23,Business travel,Eco Plus,522,3,4,4,4,3,3,2,3,2,4,4,4,4,3,0,0,Neutral or dissatisfied
7144,Female,Loyal customer,62,Personal Travel,Eco,602,1,3,1,3,3,2,2,4,4,1,4,1,4,2,0,0,Neutral or dissatisfied
7145,Male,Loyal customer,25,Business travel,Business,3867,3,4,5,4,3,3,3,3,4,4,3,2,2,3,34,16,Neutral or dissatisfied
7146,Female,Loyal customer,44,Business travel,Business,2825,1,1,1,1,2,4,4,3,3,3,3,3,3,5,0,0,Satisfied
7147,Female,Loyal customer,23,Personal Travel,Business,748,3,5,3,2,5,3,5,5,4,2,4,4,4,5,36,33,Neutral or dissatisfied
7148,Male,Loyal customer,25,Business travel,Eco,748,4,3,3,3,4,4,5,4,2,2,5,2,5,4,0,0,Satisfied
7149,Female,Loyal customer,38,Business travel,Eco,1598,2,3,3,3,2,3,2,2,4,4,5,3,2,2,0,0,Satisfied
7150,Female,Loyal customer,68,Personal Travel,Eco,304,3,4,3,3,2,4,4,2,2,3,4,5,2,3,16,56,Neutral or dissatisfied
7151,Female,Loyal customer,48,Business travel,Business,102,4,3,4,4,5,4,4,5,5,5,5,5,5,4,0,0,Satisfied
7152,Female,Loyal customer,41,Personal Travel,Eco,101,1,4,1,3,4,1,4,4,4,3,4,5,5,4,0,0,Neutral or dissatisfied
7153,Male,Loyal customer,15,Personal Travel,Business,588,3,4,3,4,1,3,1,1,3,4,5,5,5,1,13,21,Neutral or dissatisfied
7154,Female,Loyal customer,31,Business travel,Business,2526,5,5,5,5,5,5,5,3,2,3,5,5,5,5,182,185,Satisfied
7155,Female,Loyal customer,65,Personal Travel,Eco,505,3,4,3,1,3,5,5,2,2,3,2,3,2,3,59,49,Neutral or dissatisfied
7156,Female,Loyal customer,69,Business travel,Eco Plus,405,3,2,2,2,5,4,3,2,2,3,2,3,2,2,14,12,Neutral or dissatisfied
7157,Female,Loyal customer,42,Business travel,Eco,2399,5,2,2,2,4,4,3,5,5,5,5,3,5,1,2,0,Satisfied
7158,Male,Disloyal customer,26,Business travel,Business,235,5,0,5,1,2,5,2,2,5,4,5,3,4,2,25,23,Satisfied
7159,Female,Disloyal customer,24,Business travel,Eco,1407,2,2,2,4,1,2,1,1,4,5,2,3,3,1,5,0,Neutral or dissatisfied
7160,Male,Loyal customer,30,Business travel,Business,3427,3,5,5,5,3,3,3,4,4,4,4,3,2,3,151,147,Neutral or dissatisfied
7161,Female,Loyal customer,49,Personal Travel,Eco,448,1,5,2,2,4,4,1,2,2,2,3,4,2,2,64,60,Neutral or dissatisfied
7162,Male,Loyal customer,34,Personal Travel,Eco,239,1,4,1,2,2,1,2,2,5,4,5,3,5,2,17,8,Neutral or dissatisfied
7163,Female,Loyal customer,17,Personal Travel,Eco,373,4,5,4,1,4,4,4,4,3,2,4,5,4,4,0,0,Satisfied
7164,Male,Disloyal customer,42,Business travel,Eco,744,2,2,2,4,4,2,4,4,5,4,2,3,2,4,0,0,Neutral or dissatisfied
7165,Female,Disloyal customer,23,Business travel,Eco,134,3,4,3,3,1,3,1,1,4,4,5,3,4,1,0,1,Neutral or dissatisfied
7166,Female,Loyal customer,26,Business travel,Business,1683,4,4,4,4,3,3,3,3,3,2,2,5,3,3,42,28,Satisfied
7167,Female,Loyal customer,45,Business travel,Eco,265,4,1,2,1,4,1,1,4,4,4,4,5,4,3,5,0,Satisfied
7168,Male,Loyal customer,30,Business travel,Business,1464,4,4,4,4,5,5,5,5,5,5,4,3,5,5,0,0,Satisfied
7169,Male,Disloyal customer,52,Business travel,Business,552,1,1,1,4,5,1,5,5,5,2,5,3,4,5,0,0,Neutral or dissatisfied
7170,Female,Loyal customer,55,Personal Travel,Eco,480,3,4,3,4,1,3,4,1,1,3,3,1,1,1,8,0,Neutral or dissatisfied
7171,Female,Loyal customer,31,Business travel,Business,996,1,1,1,1,2,2,2,2,5,3,2,1,2,2,0,0,Satisfied
7172,Female,Loyal customer,50,Business travel,Business,368,1,1,1,1,5,5,5,4,4,4,4,5,4,5,0,0,Satisfied
7173,Male,Loyal customer,36,Business travel,Business,808,1,1,1,1,4,4,5,5,5,4,5,3,5,3,0,0,Satisfied
7174,Female,Loyal customer,50,Business travel,Eco,1047,3,3,3,3,2,4,3,3,3,3,3,1,3,1,0,0,Neutral or dissatisfied
7175,Female,Loyal customer,17,Business travel,Business,808,4,4,4,4,4,4,4,3,5,4,5,4,3,4,224,221,Satisfied
7176,Female,Loyal customer,61,Business travel,Business,228,4,5,5,5,4,4,4,4,4,4,4,2,4,3,0,0,Neutral or dissatisfied
7177,Female,Loyal customer,27,Business travel,Business,1669,4,4,4,4,5,4,5,5,3,4,5,4,5,5,0,0,Satisfied
7178,Female,Disloyal customer,23,Business travel,Business,968,4,0,5,3,2,5,2,2,5,5,5,4,4,2,26,29,Satisfied
7179,Female,Disloyal customer,24,Business travel,Eco,125,2,2,2,3,2,2,2,2,4,1,3,1,2,2,0,0,Neutral or dissatisfied
7180,Male,Loyal customer,35,Business travel,Eco,304,5,2,4,2,5,5,5,5,2,2,2,3,5,5,0,0,Satisfied
7181,Male,Disloyal customer,21,Business travel,Eco,488,4,4,4,1,1,4,1,1,4,5,4,3,4,1,0,0,Satisfied
